Year,Geo_Level,State_ANSI,Commodity_ID,Value
1987,STATE,28,2,"1,140,000"
1987,STATE,29,2,"1,950,000"
1987,STATE,30,2,"9,690,000"
1987,STATE,31,2,"9,900,000"
1987,STATE,32,2,"330,000"
1987,STATE,33,2,"32,000"
1987,STATE,34,2,"850,000"
1987,STATE,35,2,"950,000"
1987,STATE,36,2,"3,960,000"
1987,STATE,37,2,"960,000"
1987,STATE,38,2,"33,000,000"
1987,STATE,39,2,"2,750,000"
1987,STATE,40,2,"700,000"
1987,STATE,41,2,"2,310,000"
1987,STATE,42,2,"1,872,000"
1987,STATE,44,2,"32,000"
1987,STATE,45,2,"510,000"
1987,STATE,46,2,"34,840,000"
1987,STATE,47,2,"1,925,000"
1987,STATE,48,2,"8,880,000"
1987,STATE,49,2,"1,680,000"
1987,STATE,50,2,"322,000"
1987,STATE,51,2,"1,200,000"
1987,STATE,53,2,"4,125,000"
1987,STATE,54,2,"861,000"
1987,STATE,55,2,"8,924,000"
1987,STATE,56,2,"2,886,000"
